,chorus.delays,chorus.depths,chorus.n_voices,chorus.speeds,group,overdrive.colour,overdrive.gain_db,phaser.decay,phaser.delay,phaser.gain_in,phaser.speed,reverb.reverberance,reverb.room_scale,reverb.wet_gain,model,chords
222,"[30, 54]",,2.0,,2,20.0,44,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
223,"[30, 54]",,2.0,,3,20.0,6,,,,,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
224,,,,,4,20.0,39,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
225,"[30, 54]",,2.0,,5,20.0,20,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
226,"[30, 54]",,2.0,,6,20.0,31,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
227,"[30, 54]",,2.0,,7,20.0,0,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
228,"[30, 54]",,2.0,,8,20.0,8,,,,,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
229,,,,,9,20.0,46,,,,,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
230,"[30, 54]",,2.0,,10,20.0,47,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
231,,,,,11,20.0,37,,,,,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
232,"[30, 54]",,2.0,,12,20.0,1,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
233,,,,,13,20.0,9,,,,,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
234,,,,,14,20.0,7,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
235,"[30, 54]",,2.0,,15,20.0,48,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
236,,,,,16,20.0,60,,,,,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
237,"[30, 54]",,2.0,,17,20.0,54,,,,,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
238,"[30, 54]",,2.0,,18,20.0,41,,,,,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
239,"[30, 54]",,2.0,,19,20.0,18,,,,,50,100,3,Fender Strat Clean Neck SC,G53-58308-1111-00035
240,,,,,0,20.0,51,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
241,"[30, 54]",,2.0,,1,20.0,3,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
242,,,,,2,20.0,45,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
243,,,,,3,20.0,30,,,,,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
244,"[30, 54]",,2.0,,4,20.0,23,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
245,"[30, 54]",,2.0,,5,20.0,41,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
246,"[30, 54]",,2.0,,6,20.0,32,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
247,"[30, 54]",,2.0,,7,20.0,11,,,,,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
248,,,,,8,20.0,24,,,,,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
249,,,,,9,20.0,46,,,,,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
250,"[30, 54]",,2.0,,10,20.0,40,,,,,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
251,,,,,11,20.0,16,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
252,"[30, 54]",,2.0,,12,20.0,42,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
253,,,,,13,20.0,13,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
254,"[30, 54]",,2.0,,14,20.0,2,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
255,"[30, 54]",,2.0,,15,20.0,26,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
256,"[30, 54]",,2.0,,16,20.0,16,,,,,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
257,,,,,17,20.0,52,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
258,"[30, 54]",,2.0,,18,20.0,43,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
259,"[30, 54]",,2.0,,19,20.0,15,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-48108-1111-00009
260,"[30, 54]",,2.0,,0,20.0,2,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
261,,,,,1,20.0,17,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
262,"[30, 54]",,2.0,,2,20.0,0,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
263,,,,,3,20.0,17,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
264,,,,,4,20.0,12,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
265,,,,,5,20.0,0,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
266,"[30, 54]",,2.0,,6,20.0,16,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
267,,,,,7,20.0,16,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
268,"[30, 54]",,2.0,,8,20.0,10,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
269,,,,,9,20.0,47,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
270,"[30, 54]",,2.0,,10,20.0,23,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
271,"[30, 54]",,2.0,,11,20.0,55,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
272,,,,,12,20.0,20,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
273,,,,,13,20.0,6,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
274,,,,,14,20.0,32,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
275,,,,,15,20.0,38,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
276,"[30, 54]",,2.0,,16,20.0,23,,,,,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
277,,,,,17,20.0,50,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
278,"[30, 54]",,2.0,,18,20.0,52,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
279,,,,,19,20.0,6,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-66411-1111-00051
280,"[30, 54]",,2.0,,0,20.0,59,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
281,"[30, 54]",,2.0,,1,20.0,41,,,,,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
282,"[30, 54]",,2.0,,2,20.0,58,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
283,"[30, 54]",,2.0,,3,20.0,3,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
284,,,,,4,20.0,42,,,,,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
285,,,,,5,20.0,48,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
286,,,,,6,20.0,1,,,,,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
287,"[30, 54]",,2.0,,7,20.0,46,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
288,"[30, 54]",,2.0,,8,20.0,15,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
289,"[30, 54]",,2.0,,9,20.0,33,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
290,"[30, 54]",,2.0,,10,20.0,26,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
291,,,,,11,20.0,33,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
292,"[30, 54]",,2.0,,12,20.0,35,,,,,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
293,"[30, 54]",,2.0,,13,20.0,51,,,,,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
294,"[30, 54]",,2.0,,14,20.0,45,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
295,"[30, 54]",,2.0,,15,20.0,16,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
296,"[30, 54]",,2.0,,16,20.0,44,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
297,"[30, 54]",,2.0,,17,20.0,26,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
298,"[30, 54]",,2.0,,18,20.0,25,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
299,,,,,19,20.0,54,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-51111-1111-00012
300,,,,,0,20.0,53,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
301,"[30, 54]",,2.0,,1,20.0,51,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
302,"[30, 54]",,2.0,,2,20.0,20,,,,,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
303,,,,,3,20.0,25,,,,,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
304,,,,,4,20.0,57,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
305,,,,,5,20.0,39,,,,,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
306,"[30, 54]",,2.0,,6,20.0,37,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
307,"[30, 54]",,2.0,,7,20.0,5,,,,,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
308,"[30, 54]",,2.0,,8,20.0,9,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
309,,,,,9,20.0,16,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
310,"[30, 54]",,2.0,,10,20.0,42,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
311,"[30, 54]",,2.0,,11,20.0,52,,,,,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
312,,,,,12,20.0,58,,,,,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
313,,,,,13,20.0,41,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
314,,,,,14,20.0,13,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
315,,,,,15,20.0,43,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
316,"[30, 54]",,2.0,,16,20.0,10,,,,,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
317,,,,,17,20.0,47,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
318,"[30, 54]",,2.0,,18,20.0,38,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
319,"[30, 54]",,2.0,,19,20.0,10,,,,,50,100,3,Fender Strat Clean Neck SC,G53-56211-1111-00025
320,"[30, 54]",,2.0,,0,20.0,16,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
321,"[30, 54]",,2.0,,1,20.0,41,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
322,,,,,2,20.0,54,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
323,,,,,3,20.0,49,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
324,"[30, 54]",,2.0,,4,20.0,0,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
325,,,,,5,20.0,37,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
326,"[30, 54]",,2.0,,6,20.0,43,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
327,,,,,7,20.0,59,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
328,"[30, 54]",,2.0,,8,20.0,0,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
329,"[30, 54]",,2.0,,9,20.0,48,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
330,,,,,10,20.0,38,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
331,"[30, 54]",,2.0,,11,20.0,1,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
332,"[30, 54]",,2.0,,12,20.0,12,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
333,"[30, 54]",,2.0,,13,20.0,11,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
334,"[30, 54]",,2.0,,14,20.0,38,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
335,,,,,15,20.0,10,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
336,,,,,16,20.0,6,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
337,"[30, 54]",,2.0,,17,20.0,43,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
338,,,,,18,20.0,32,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
339,,,,,19,20.0,10,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60501-1111-00054
340,,,,,0,20.0,34,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
341,,,,,1,20.0,28,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
342,"[30, 54]",,2.0,,2,20.0,58,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
343,,,,,3,20.0,15,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
344,"[30, 54]",,2.0,,4,20.0,51,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
345,,,,,5,20.0,29,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
346,"[30, 54]",,2.0,,6,20.0,13,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
347,,,,,7,20.0,27,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
348,,,,,8,20.0,20,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
349,"[30, 54]",,2.0,,9,20.0,27,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
350,,,,,10,20.0,2,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
351,,,,,11,20.0,36,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
352,"[30, 54]",,2.0,,12,20.0,18,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
353,"[30, 54]",,2.0,,13,20.0,49,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
354,"[30, 54]",,2.0,,14,20.0,29,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
355,,,,,15,20.0,2,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
356,,,,,16,20.0,25,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
357,"[30, 54]",,2.0,,17,20.0,26,,,,,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
358,,,,,18,20.0,35,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
359,,,,,19,20.0,7,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-63504-1111-00057
360,,,,,0,20.0,14,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
361,,,,,1,20.0,31,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
362,,,,,2,20.0,7,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
363,,,,,3,20.0,5,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
364,,,,,4,20.0,21,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
365,,,,,5,20.0,51,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
366,"[30, 54]",,2.0,,6,20.0,59,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
367,,,,,7,20.0,25,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
368,"[30, 54]",,2.0,,8,20.0,4,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
369,"[30, 54]",,2.0,,9,20.0,53,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
370,,,,,10,20.0,7,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
371,"[30, 54]",,2.0,,11,20.0,57,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
372,"[30, 54]",,2.0,,12,20.0,37,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
373,"[30, 54]",,2.0,,13,20.0,53,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
374,"[30, 54]",,2.0,,14,20.0,26,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
375,"[30, 54]",,2.0,,15,20.0,57,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
376,,,,,16,20.0,43,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
377,,,,,17,20.0,51,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
378,,,,,18,20.0,1,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
379,"[30, 54]",,2.0,,19,20.0,22,,,,,50,100,3,Fender Strat Clean Neck SC,G53-60310-1111-00037
380,"[30, 54]",,2.0,,0,20.0,10,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
381,,,,,1,20.0,53,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
382,"[30, 54]",,2.0,,2,20.0,21,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
383,"[30, 54]",,2.0,,3,20.0,30,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
384,"[30, 54]",,2.0,,4,20.0,22,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
385,"[30, 54]",,2.0,,5,20.0,41,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
386,"[30, 54]",,2.0,,6,20.0,18,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
387,"[30, 54]",,2.0,,7,20.0,17,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
388,,,,,8,20.0,40,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
389,,,,,9,20.0,13,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
390,,,,,10,20.0,28,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
391,"[30, 54]",,2.0,,11,20.0,47,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
392,"[30, 54]",,2.0,,12,20.0,2,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
393,,,,,13,20.0,55,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
394,"[30, 54]",,2.0,,14,20.0,41,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
395,"[30, 54]",,2.0,,15,20.0,4,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
396,,,,,16,20.0,33,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
397,,,,,17,20.0,30,,,,,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
398,,,,,18,20.0,18,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
399,"[30, 54]",,2.0,,19,20.0,31,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-64409-1111-00049
400,,,,,0,20.0,20,,,,,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
401,"[30, 54]",,2.0,,1,20.0,51,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
402,,,,,2,20.0,59,,,,,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
403,,,,,3,20.0,57,,,,,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
404,,,,,4,20.0,29,,,,,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
405,"[30, 54]",,2.0,,5,20.0,37,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
406,"[30, 54]",,2.0,,6,20.0,2,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
407,"[30, 54]",,2.0,,7,20.0,18,,,,,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
408,"[30, 54]",,2.0,,8,20.0,8,,,,,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
409,"[30, 54]",,2.0,,9,20.0,49,,,,,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
410,"[30, 54]",,2.0,,10,20.0,10,,,,,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
411,"[30, 54]",,2.0,,11,20.0,57,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
412,,,,,12,20.0,1,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
413,,,,,13,20.0,49,,,,,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
414,,,,,14,20.0,49,,,,,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
415,"[30, 54]",,2.0,,15,20.0,19,,,,,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
416,"[30, 54]",,2.0,,16,20.0,5,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
417,"[30, 54]",,2.0,,17,20.0,42,,,,,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
418,,,,,18,20.0,23,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
419,"[30, 54]",,2.0,,19,20.0,17,,,,,50,100,3,Fender Strat Clean Neck SC,G53-71607-1111-00073
420,,,,,0,20.0,58,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
421,"[30, 54]",,2.0,,1,20.0,21,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
422,,,,,2,20.0,12,,,,,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
423,"[30, 54]",,2.0,,3,20.0,10,,,,,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
424,"[30, 54]",,2.0,,4,20.0,52,,,,,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
425,"[30, 54]",,2.0,,5,20.0,11,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
426,"[30, 54]",,2.0,,6,20.0,25,,,,,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
427,,,,,7,20.0,27,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
428,"[30, 54]",,2.0,,8,20.0,19,,,,,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
429,"[30, 54]",,2.0,,9,20.0,44,,,,,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
430,"[30, 54]",,2.0,,10,20.0,36,,,,,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
431,,,,,11,20.0,13,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
432,"[30, 54]",,2.0,,12,20.0,4,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
433,,,,,13,20.0,39,,,,,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
434,,,,,14,20.0,32,,,,,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
435,"[30, 54]",,2.0,,15,20.0,3,,,,,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
436,,,,,16,20.0,39,,,,,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
437,,,,,17,20.0,38,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
438,,,,,18,20.0,31,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
439,,,,,19,20.0,10,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-52302-1111-00029
440,,,,,0,20.0,32,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-59309-1111-00036
441,"[30, 54]",,2.0,,1,20.0,49,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-59309-1111-00036
442,"[30, 54]",,2.0,,2,20.0,40,0.4,3.0,0.8,0.5,50,100,3,Fender Strat Clean Neck SC,G53-59309-1111-00036
443,"[30, 54]",,2.0,,3,20.0,26,,,,,50,100,3,Fender Strat Clean Neck SC,G53-59309-1111-00036
444,"[30, 54]",,2.0,,4,20.0,35,,,,,50,100,3,Fender Strat Clean Neck SC,G53-59309-1111-00036
