,chorus.delays,chorus.depths,chorus.n_voices,chorus.speeds,group,overdrive.colour,overdrive.gain_db,phaser.decay,phaser.delay,phaser.gain_in,phaser.speed,reverb.reverberance,reverb.room_scale,reverb.wet_gain,model,chords
183,"[30, 54]",,2.0,,3,20.0,36.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
184,,,,,4,,,0.4,3.0,0.8,0.5,59.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
185,,,,,5,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
186,"[30, 54]",,2.0,,6,20.0,68.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
187,"[30, 54]",,2.0,,7,,,,,,,88.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
188,"[30, 54]",,2.0,,8,20.0,21.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
189,,,,,9,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
190,"[30, 54]",,2.0,,10,,,,,,,95.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
191,"[30, 54]",,2.0,,11,,,,,,,66.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
192,"[30, 54]",,2.0,,12,20.0,59.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
193,"[30, 54]",,2.0,,13,,,0.4,3.0,0.8,0.5,61.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
194,,,,,14,20.0,39.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
195,,,,,15,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
196,,,,,16,,,0.4,3.0,0.8,0.5,90.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
197,"[30, 54]",,2.0,,17,20.0,38.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
198,,,,,18,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
199,,,,,19,20.0,60.0,0.4,3.0,0.8,0.5,63.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-49204-1111-252_powerchords_root_49_56_61
200,"[30, 54]",,2.0,,0,,,0.4,3.0,0.8,0.5,76.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
201,"[30, 54]",,2.0,,1,20.0,46.0,,,,,70.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
202,,,,,2,20.0,48.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
203,,,,,3,20.0,49.0,,,,,93.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
204,,,,,4,20.0,64.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
205,,,,,5,20.0,21.0,0.4,3.0,0.8,0.5,76.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
206,"[30, 54]",,2.0,,6,,,0.4,3.0,0.8,0.5,52.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
207,,,,,7,20.0,31.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
208,"[30, 54]",,2.0,,8,20.0,29.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
209,,,,,9,20.0,37.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
210,,,,,10,20.0,23.0,0.4,3.0,0.8,0.5,80.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
211,,,,,11,,,,,,,73.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
212,"[30, 54]",,2.0,,12,,,,,,,78.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
213,,,,,13,,,0.4,3.0,0.8,0.5,64.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
214,,,,,14,20.0,54.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
215,"[30, 54]",,2.0,,15,,,0.4,3.0,0.8,0.5,52.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
216,,,,,16,20.0,70.0,,,,,76.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
217,,,,,17,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
218,,,,,18,20.0,26.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
219,,,,,19,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_45_52_57
220,"[30, 54]",,2.0,,0,20.0,42.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
221,"[30, 54]",,2.0,,1,20.0,43.0,0.4,3.0,0.8,0.5,72.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
222,,,,,2,20.0,46.0,,,,,54.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
223,"[30, 54]",,2.0,,3,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
224,,,,,4,20.0,30.0,,,,,91.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
225,,,,,5,20.0,49.0,,,,,50.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
226,,,,,6,20.0,35.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
227,"[30, 54]",,2.0,,7,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
228,"[30, 54]",,2.0,,8,20.0,29.0,0.4,3.0,0.8,0.5,52.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
229,,,,,9,20.0,32.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
230,"[30, 54]",,2.0,,10,20.0,22.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
231,,,,,11,20.0,38.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
232,,,,,12,,,0.4,3.0,0.8,0.5,83.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
233,"[30, 54]",,2.0,,13,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
234,,,,,14,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
235,,,,,15,20.0,45.0,,,,,85.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
236,"[30, 54]",,2.0,,16,20.0,22.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
237,"[30, 54]",,2.0,,17,,,,,,,94.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
238,"[30, 54]",,2.0,,18,20.0,41.0,,,,,89.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
239,,,,,19,20.0,61.0,0.4,3.0,0.8,0.5,58.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-52112-1111-247_powerchords_root_52_59_64
240,,,,,0,20.0,62.0,0.4,3.0,0.8,0.5,75.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
241,"[30, 54]",,2.0,,1,20.0,48.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
242,"[30, 54]",,2.0,,2,20.0,37.0,,,,,86.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
243,"[30, 54]",,2.0,,3,20.0,40.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
244,,,,,4,,,,,,,89.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
245,,,,,5,,,0.4,3.0,0.8,0.5,71.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
246,"[30, 54]",,2.0,,6,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
247,,,,,7,20.0,43.0,0.4,3.0,0.8,0.5,95.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
248,,,,,8,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
249,,,,,9,20.0,60.0,,,,,66.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
250,"[30, 54]",,2.0,,10,,,0.4,3.0,0.8,0.5,53.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
251,"[30, 54]",,2.0,,11,20.0,53.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
252,,,,,12,20.0,33.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
253,"[30, 54]",,2.0,,13,20.0,30.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
254,"[30, 54]",,2.0,,14,20.0,58.0,0.4,3.0,0.8,0.5,50.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
255,"[30, 54]",,2.0,,15,20.0,37.0,0.4,3.0,0.8,0.5,99.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
256,"[30, 54]",,2.0,,16,20.0,57.0,0.4,3.0,0.8,0.5,53.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
257,"[30, 54]",,2.0,,17,20.0,52.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
258,,,,,18,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
259,"[30, 54]",,2.0,,19,20.0,68.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_50_57_62
260,,,,,0,20.0,38.0,0.4,3.0,0.8,0.5,84.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
261,,,,,1,,,0.4,3.0,0.8,0.5,66.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
262,"[30, 54]",,2.0,,2,20.0,65.0,,,,,100.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
263,"[30, 54]",,2.0,,3,20.0,26.0,,,,,78.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
264,"[30, 54]",,2.0,,4,20.0,35.0,,,,,83.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
265,"[30, 54]",,2.0,,5,20.0,38.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
266,,,,,6,20.0,45.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
267,,,,,7,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
268,,,,,8,20.0,30.0,,,,,67.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
269,"[30, 54]",,2.0,,9,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
270,,,,,10,20.0,30.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
271,,,,,11,,,,,,,87.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
272,"[30, 54]",,2.0,,12,20.0,44.0,,,,,94.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
273,,,,,13,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
274,,,,,14,20.0,67.0,0.4,3.0,0.8,0.5,54.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
275,"[30, 54]",,2.0,,15,,,,,,,57.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
276,,,,,16,20.0,69.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
277,,,,,17,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
278,,,,,18,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
279,"[30, 54]",,2.0,,19,20.0,24.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,pwch_57_64_69
280,,,,,0,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
281,,,,,1,20.0,62.0,,,,,79.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
282,,,,,2,20.0,34.0,0.4,3.0,0.8,0.5,76.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
283,,,,,3,20.0,65.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
284,,,,,4,,,0.4,3.0,0.8,0.5,66.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
285,,,,,5,,,0.4,3.0,0.8,0.5,70.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
286,,,,,6,20.0,30.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
287,,,,,7,20.0,40.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
288,,,,,8,,,0.4,3.0,0.8,0.5,65.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
289,,,,,9,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
290,,,,,10,,,,,,,57.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
291,"[30, 54]",,2.0,,11,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
292,,,,,12,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
293,,,,,13,,,0.4,3.0,0.8,0.5,96.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
294,"[30, 54]",,2.0,,14,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
295,,,,,15,,,0.4,3.0,0.8,0.5,67.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
296,,,,,16,20.0,34.0,,,,,56.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
297,,,,,17,,,,,,,68.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
298,"[30, 54]",,2.0,,18,20.0,52.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
299,"[30, 54]",,2.0,,19,,,,,,,95.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-55305-1111-266_powerchords_root_55_62_67
300,"[30, 54]",,2.0,,0,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
301,"[30, 54]",,2.0,,1,20.0,30.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
302,"[30, 54]",,2.0,,2,20.0,57.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
303,,,,,3,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
304,,,,,4,20.0,21.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
305,"[30, 54]",,2.0,,5,20.0,65.0,0.4,3.0,0.8,0.5,95.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
306,,,,,6,20.0,43.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
307,,,,,7,20.0,67.0,,,,,66.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
308,,,,,8,,,0.4,3.0,0.8,0.5,91.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
309,"[30, 54]",,2.0,,9,,,,,,,58.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
310,,,,,10,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
311,,,,,11,20.0,63.0,0.4,3.0,0.8,0.5,88.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
312,,,,,12,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
313,"[30, 54]",,2.0,,13,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
314,"[30, 54]",,2.0,,14,20.0,20.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
315,"[30, 54]",,2.0,,15,20.0,27.0,,,,,69.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
316,,,,,16,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
317,,,,,17,20.0,40.0,0.4,3.0,0.8,0.5,80.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
318,,,,,18,,,0.4,3.0,0.8,0.5,95.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
319,"[30, 54]",,2.0,,19,20.0,22.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-62407-1111-281_powerchords_root_62_69_74
320,"[30, 54]",,2.0,,0,20.0,61.0,,,,,57.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
321,,,,,1,20.0,68.0,0.4,3.0,0.8,0.5,81.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
322,"[30, 54]",,2.0,,2,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
323,,,,,3,20.0,64.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
324,"[30, 54]",,2.0,,4,20.0,58.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
325,,,,,5,,,,,,,72.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
326,,,,,6,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
327,,,,,7,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
328,"[30, 54]",,2.0,,8,20.0,30.0,0.4,3.0,0.8,0.5,51.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
329,,,,,9,20.0,68.0,0.4,3.0,0.8,0.5,98.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
330,,,,,10,20.0,21.0,0.4,3.0,0.8,0.5,75.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
331,,,,,11,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
332,"[30, 54]",,2.0,,12,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
333,"[30, 54]",,2.0,,13,20.0,36.0,,,,,56.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
334,,,,,14,20.0,60.0,,,,,73.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
335,,,,,15,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
336,,,,,16,20.0,35.0,,,,,84.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
337,,,,,17,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
338,,,,,18,20.0,21.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
339,,,,,19,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-46201-1111-249_powerchords_root_46_53_58
340,"[30, 54]",,2.0,,0,20.0,26.0,,,,,89.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
341,,,,,1,20.0,54.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
342,"[30, 54]",,2.0,,2,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
343,"[30, 54]",,2.0,,3,20.0,62.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
344,"[30, 54]",,2.0,,4,,,,,,,98.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
345,"[30, 54]",,2.0,,5,20.0,28.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
346,,,,,6,20.0,70.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
347,"[30, 54]",,2.0,,7,,,0.4,3.0,0.8,0.5,81.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
348,"[30, 54]",,2.0,,8,,,,,,,76.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
349,,,,,9,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
350,,,,,10,20.0,55.0,0.4,3.0,0.8,0.5,53.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
351,,,,,11,20.0,48.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
352,,,,,12,20.0,54.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
353,"[30, 54]",,2.0,,13,,,0.4,3.0,0.8,0.5,71.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
354,,,,,14,,,,,,,54.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
355,,,,,15,20.0,59.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
356,,,,,16,20.0,52.0,0.4,3.0,0.8,0.5,60.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
357,,,,,17,20.0,64.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
358,"[30, 54]",,2.0,,18,,,,,,,88.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
359,,,,,19,20.0,58.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-57307-1111-268_powerchords_root_57_64_69
360,"[30, 54]",,2.0,,0,,,0.4,3.0,0.8,0.5,79.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-51111-1111-246_powerchords_root_51_58_63
361,,,,,1,20.0,52.0,0.4,3.0,0.8,0.5,53.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-51111-1111-246_powerchords_root_51_58_63
362,,,,,2,20.0,58.0,0.4,3.0,0.8,0.5,72.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-51111-1111-246_powerchords_root_51_58_63
363,"[30, 54]",,2.0,,3,20.0,60.0,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-51111-1111-246_powerchords_root_51_58_63
364,,,,,4,20.0,29.0,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-51111-1111-246_powerchords_root_51_58_63
365,"[30, 54]",,2.0,,5,,,0.4,3.0,0.8,0.5,59.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-51111-1111-246_powerchords_root_51_58_63
366,"[30, 54]",,2.0,,6,,,0.4,3.0,0.8,0.5,,,,Ibanez Power Strat Clean Bridge HU,G53-51111-1111-246_powerchords_root_51_58_63
367,,,,,7,20.0,31.0,0.4,3.0,0.8,0.5,70.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-51111-1111-246_powerchords_root_51_58_63
368,,,,,8,,,,,,,72.0,100.0,3.0,Ibanez Power Strat Clean Bridge HU,G53-51111-1111-246_powerchords_root_51_58_63
369,,,,,9,,,,,,,,,,Ibanez Power Strat Clean Bridge HU,G53-51111-1111-246_powerchords_root_51_58_63
